backend,image,label,selector,rho,source_jpg_bytes,full_encoded_bytes,pre_encoded_bytes,rho_bytes_vs_source,rho_bytes_reencoded,jpeg_quality,mask_count_raw,mask_count_filtered,fallback_full,sam_latency_ms,full_pred,full_correct,full_true_prob,pre_pred,pre_correct,pre_true_prob,eta_prob,zip_key,image_bytes,pre_payload_fraction,pre_payload_model,pre_utility_factor,pre_utility_model,arrival_s,seed,half_life_s,value0,prefill_tokens,decode_tokens,pre_value_factor
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2109.jpg,HerbaceousVegetation,sam_top3,0.02880859375,3495,1612,510,0.1459227467811159,0.3163771712158809,90,5,4,0,170.82051560282707,AnnualCrop,0,0.0978069528937339,SeaLake,0.0,0.0533397831022739,0.5453577841263181,2750/HerbaceousVegetation/HerbaceousVegetation_2109.jpg,3495,0.1459227467811159,measured-jpeg-bytes-vs-source,0.5453577841263181,per-image-clip-probability-retention,24.450358135357675,0,3600.0,1.0,1,25,0.5453577841263181
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_413.jpg,Forest,sam_top3,0.0126953125,2564,935,505,0.1969578783151326,0.5401069518716578,90,2,1,0,203.6904897540808,Highway,0,0.1595150381326675,Industrial,0.0,0.0984092950820922,0.6169280102622422,2750/Forest/Forest_413.jpg,2564,0.1969578783151326,measured-jpeg-bytes-vs-source,0.6169280102622422,per-image-clip-probability-retention,148.61386905331528,0,3600.0,1.0,1,25,0.6169280102622422
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_958.jpg,AnnualCrop,sam_top3,0.12646484375,4210,2237,1138,0.2703087885985748,0.5087170317389361,90,16,16,0,277.60373055934906,PermanentCrop,0,0.3250272274017334,AnnualCrop,1.0,0.1550308167934417,0.476977938226153,2750/AnnualCrop/AnnualCrop_958.jpg,4210,0.2703087885985748,measured-jpeg-bytes-vs-source,0.476977938226153,per-image-clip-probability-retention,1226.3326035223909,0,3600.0,1.0,1,25,0.476977938226153
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_2150.jpg,AnnualCrop,sam_top3,0.92919921875,2554,1023,1343,0.5258418167580267,1.3128054740957966,90,3,3,0,304.04396541416645,PermanentCrop,0,0.2614931464195251,SeaLake,0.0,0.1680735498666763,0.6427455257164882,2750/AnnualCrop/AnnualCrop_2150.jpg,2554,0.5258418167580267,measured-jpeg-bytes-vs-source,0.6427455257164882,per-image-clip-probability-retention,1695.6790399999213,0,3600.0,1.0,1,25,0.6427455257164882
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Industrial/Industrial_1545.jpg,Industrial,sam_top3,0.019287109375,4396,2272,648,0.1474067333939945,0.2852112676056338,90,36,22,0,279.57222796976566,Residential,0,0.404109388589859,Highway,0.0,0.1503146886825561,0.3719653463312984,2750/Industrial/Industrial_1545.jpg,4396,0.1474067333939945,measured-jpeg-bytes-vs-source,0.3719653463312984,per-image-clip-probability-retention,1742.961102180258,0,3600.0,1.0,1,25,0.3719653463312984
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_2252.jpg,Forest,sam_top3,1.0,3193,1330,1330,0.416536172878171,1.0,90,4,1,0,217.71100163459775,Forest,1,0.4384838342666626,Forest,1.0,0.4384838342666626,1.0,2750/Forest/Forest_2252.jpg,3193,0.416536172878171,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,1808.209149996037,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_2036.jpg,AnnualCrop,sam_top3,0.178466796875,3610,1784,1151,0.3188365650969529,0.6451793721973094,90,9,9,0,278.48139964044094,AnnualCrop,1,0.5441943407058716,AnnualCrop,1.0,0.1783883869647979,0.3278027234414297,2750/AnnualCrop/AnnualCrop_2036.jpg,3610,0.3188365650969529,measured-jpeg-bytes-vs-source,0.3278027234414297,per-image-clip-probability-retention,1943.858074685242,0,3600.0,1.0,1,25,0.3278027234414297
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_740.jpg,Forest,sam_top3,0.006591796875,2294,785,424,0.1848299912816041,0.5401273885350318,90,3,2,0,205.9348840266466,SeaLake,0,0.1795918494462967,River,0.0,0.1100822538137435,0.6129579608046827,2750/Forest/Forest_740.jpg,2294,0.1848299912816041,measured-jpeg-bytes-vs-source,0.6129579608046827,per-image-clip-probability-retention,2509.0133819883067,0,3600.0,1.0,1,25,0.6129579608046827
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_471.jpg,Residential,sam_top3,0.16064453125,4522,2428,853,0.1886333480760725,0.3513179571663921,90,23,12,0,267.97387562692165,Residential,1,0.8359577059745789,SeaLake,0.0,0.0426136553287506,0.0509758508405286,2750/Residential/Residential_471.jpg,4522,0.1886333480760725,measured-jpeg-bytes-vs-source,0.0509758508405286,per-image-clip-probability-retention,2571.265194898565,0,3600.0,1.0,1,25,0.0509758508405286
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_59.jpg,Residential,sam_top3,0.245361328125,4062,2021,1185,0.2917282127031019,0.5863433943592281,90,8,6,0,253.24087776243687,Residential,1,0.7338042855262756,PermanentCrop,0.0,0.0770982280373573,0.1050664728430461,2750/Residential/Residential_59.jpg,4062,0.2917282127031019,measured-jpeg-bytes-vs-source,0.1050664728430461,per-image-clip-probability-retention,2890.1970746054067,0,3600.0,1.0,1,25,0.1050664728430461
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1486.jpg,PermanentCrop,sam_top3,0.065673828125,4247,2193,909,0.2140334353661408,0.414500683994528,90,19,19,0,197.9287713766098,AnnualCrop,0,0.384212464094162,AnnualCrop,0.0,0.1405519694089889,0.3658183493353374,2750/PermanentCrop/PermanentCrop_1486.jpg,4247,0.2140334353661408,measured-jpeg-bytes-vs-source,0.3658183493353374,per-image-clip-probability-retention,3089.071602529528,0,3600.0,1.0,1,25,0.3658183493353374
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_1452.jpg,Forest,sam_top3,1.0,2608,946,946,0.3627300613496932,1.0,90,1,1,0,221.1961392313242,SeaLake,0,0.1556586027145385,SeaLake,0.0,0.1556586027145385,1.0,2750/Forest/Forest_1452.jpg,2608,0.3627300613496932,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,3216.0196284183953,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2588.jpg,HerbaceousVegetation,sam_top3,0.02294921875,4168,2180,603,0.1446737044145873,0.2766055045871559,90,5,3,0,228.5505160689354,Pasture,0,0.0502514839172363,SeaLake,0.0,0.0383983924984931,0.764124549271718,2750/HerbaceousVegetation/HerbaceousVegetation_2588.jpg,4168,0.1446737044145873,measured-jpeg-bytes-vs-source,0.764124549271718,per-image-clip-probability-retention,4050.9641952299457,0,3600.0,1.0,1,25,0.764124549271718
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_2343.jpg,Forest,sam_top3,1.0,2790,1076,1076,0.385663082437276,1.0,90,1,1,0,182.16597661376,Forest,1,0.3647411167621612,Forest,1.0,0.3647411167621612,1.0,2750/Forest/Forest_2343.jpg,2790,0.385663082437276,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,4196.091049696835,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_1129.jpg,Residential,sam_top3,0.01611328125,4825,2731,572,0.1185492227979274,0.2094470889783962,90,16,9,0,258.8720824569464,Residential,1,0.8256750702857971,SeaLake,0.0,0.0700612142682075,0.0848532513449349,2750/Residential/Residential_1129.jpg,4825,0.1185492227979274,measured-jpeg-bytes-vs-source,0.0848532513449349,per-image-clip-probability-retention,4568.943116959864,0,3600.0,1.0,1,25,0.0848532513449349
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Industrial/Industrial_2447.jpg,Industrial,sam_top3,0.029296875,4316,2224,782,0.1811862835959221,0.3516187050359712,90,17,13,0,203.8000375032425,Industrial,1,0.8224673867225647,River,0.0,0.0097929872572422,0.0119068396088823,2750/Industrial/Industrial_2447.jpg,4316,0.1811862835959221,measured-jpeg-bytes-vs-source,0.0119068396088823,per-image-clip-probability-retention,5027.436606273115,0,3600.0,1.0,1,25,0.0119068396088823
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_1969.jpg,Residential,sam_top3,0.029296875,4409,2331,612,0.1388069857110455,0.2625482625482625,90,14,9,0,192.65261478722093,Residential,1,0.4981861114501953,Industrial,0.0,0.0953156501054763,0.1913253860650936,2750/Residential/Residential_1969.jpg,4409,0.1388069857110455,measured-jpeg-bytes-vs-source,0.1913253860650936,per-image-clip-probability-retention,5050.014137434138,0,3600.0,1.0,1,25,0.1913253860650936
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_2168.jpg,Residential,sam_top3,0.038330078125,4270,2203,734,0.1718969555035129,0.333182024512029,90,11,7,0,263.0713675171137,Residential,1,0.7458304166793823,PermanentCrop,0.0,0.0786966010928154,0.1055154085069253,2750/Residential/Residential_2168.jpg,4270,0.1718969555035129,measured-jpeg-bytes-vs-source,0.1055154085069253,per-image-clip-probability-retention,5084.717967789469,0,3600.0,1.0,1,25,0.1055154085069253
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_2305.jpg,AnnualCrop,sam_top3,0.029296875,3687,1903,635,0.1722267426091673,0.3336836573830793,90,22,21,0,214.3708150833845,Residential,0,0.1168963983654975,Pasture,0.0,0.1004041880369186,0.8589160097386996,2750/AnnualCrop/AnnualCrop_2305.jpg,3687,0.1722267426091673,measured-jpeg-bytes-vs-source,0.8589160097386996,per-image-clip-probability-retention,5396.892797438017,0,3600.0,1.0,1,25,0.8589160097386996
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_1240.jpg,Residential,sam_top3,0.018798828125,4586,2527,537,0.1170955080680331,0.2125049465769687,90,14,7,0,229.5058723539114,Residential,1,0.9196017384529114,Pasture,0.0,0.084406204521656,0.0917856078259013,2750/Residential/Residential_1240.jpg,4586,0.1170955080680331,measured-jpeg-bytes-vs-source,0.0917856078259013,per-image-clip-probability-retention,5635.13778766778,0,3600.0,1.0,1,25,0.0917856078259013
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_560.jpg,Pasture,sam_top3,0.171142578125,3063,1321,1026,0.3349657198824681,0.7766843300529902,90,11,10,0,207.19623379409316,AnnualCrop,0,0.1988185197114944,PermanentCrop,0.0,0.1573409438133239,0.7913797167469179,2750/Pasture/Pasture_560.jpg,3063,0.3349657198824681,measured-jpeg-bytes-vs-source,0.7913797167469179,per-image-clip-probability-retention,5805.608082846108,0,3600.0,1.0,1,25,0.7913797167469179
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1754.jpg,Pasture,sam_top3,0.03662109375,3428,1561,591,0.1724037339556592,0.3786034593209481,90,13,11,0,229.2100079357624,AnnualCrop,0,0.1893831342458725,SeaLake,0.0,0.1382600367069244,0.7300546442927915,2750/Pasture/Pasture_1754.jpg,3428,0.1724037339556592,measured-jpeg-bytes-vs-source,0.7300546442927915,per-image-clip-probability-retention,5809.866928425239,0,3600.0,1.0,1,25,0.7300546442927915
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_2148.jpg,Highway,sam_top3,0.104736328125,3759,1803,800,0.2128225591912742,0.4437049362174154,90,16,15,0,206.29741065204144,Highway,1,0.2720630764961242,PermanentCrop,0.0,0.0891406312584877,0.3276469280819794,2750/Highway/Highway_2148.jpg,3759,0.2128225591912742,measured-jpeg-bytes-vs-source,0.3276469280819794,per-image-clip-probability-retention,5914.063510280008,0,3600.0,1.0,1,25,0.3276469280819794
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_2270.jpg,PermanentCrop,sam_top3,0.1435546875,3904,1935,972,0.2489754098360656,0.5023255813953489,90,15,15,0,231.86338879168036,AnnualCrop,0,0.3591528832912445,River,0.0,0.1327394694089889,0.3695904323322604,2750/PermanentCrop/PermanentCrop_2270.jpg,3904,0.2489754098360656,measured-jpeg-bytes-vs-source,0.3695904323322604,per-image-clip-probability-retention,7221.264002718598,0,3600.0,1.0,1,25,0.3695904323322604
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_334.jpg,HerbaceousVegetation,sam_top3,0.01123046875,3928,1906,492,0.125254582484725,0.2581322140608604,90,4,2,0,192.04825535416603,Forest,0,0.0606811083853244,Residential,0.0,0.0376152321696281,0.6198837359853707,2750/HerbaceousVegetation/HerbaceousVegetation_334.jpg,3928,0.125254582484725,measured-jpeg-bytes-vs-source,0.6198837359853707,per-image-clip-probability-retention,7550.048295663433,0,3600.0,1.0,1,25,0.6198837359853707
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_873.jpg,PermanentCrop,sam_top3,0.012451171875,3770,1785,563,0.1493368700265252,0.315406162464986,90,8,6,0,196.78719528019428,AnnualCrop,0,0.3839925229549408,Industrial,0.0,0.1060174852609634,0.2760925771291748,2750/PermanentCrop/PermanentCrop_873.jpg,3770,0.1493368700265252,measured-jpeg-bytes-vs-source,0.2760925771291748,per-image-clip-probability-retention,7639.460088537388,0,3600.0,1.0,1,25,0.2760925771291748
mobile_sam,/root/autodl-tmp/data/eurosat/2750/SeaLake/SeaLake_2139.jpg,SeaLake,sam_top3,0.059326171875,2298,851,631,0.2745865970409051,0.7414806110458284,90,9,8,0,246.569087728858,SeaLake,1,0.373552531003952,SeaLake,1.0,0.154267132282257,0.4129730612924825,2750/SeaLake/SeaLake_2139.jpg,2298,0.2745865970409051,measured-jpeg-bytes-vs-source,0.4129730612924825,per-image-clip-probability-retention,7751.523194191219,0,3600.0,1.0,1,25,0.4129730612924825
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Industrial/Industrial_2418.jpg,Industrial,sam_top3,0.1298828125,4437,2338,1026,0.2312373225152129,0.4388366124893071,90,24,24,0,234.5537319779396,Residential,0,0.1493173837661743,SeaLake,0.0,0.099079705774784,0.6635510432592321,2750/Industrial/Industrial_2418.jpg,4437,0.2312373225152129,measured-jpeg-bytes-vs-source,0.6635510432592321,per-image-clip-probability-retention,7752.905676403064,0,3600.0,1.0,1,25,0.6635510432592321
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Industrial/Industrial_1617.jpg,Industrial,sam_top3,0.0166015625,4635,2585,657,0.141747572815534,0.2541586073500967,90,26,17,0,220.791295170784,Residential,0,0.2130931168794632,AnnualCrop,0.0,0.0979607477784156,0.4597086438687153,2750/Industrial/Industrial_1617.jpg,4635,0.141747572815534,measured-jpeg-bytes-vs-source,0.4597086438687153,per-image-clip-probability-retention,8532.62609266856,0,3600.0,1.0,1,25,0.4597086438687153
